#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B282B2
#Date Time: 2026-05-13 12:41:20.480
#Sample rate: 16000Hz
#Samples: 3200
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 500 mV Hyst.: 5 mV HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V)
-0.01771113896848138,0.008208676094531884
-0.017648638968481373,0.008208676094531884
-0.01758613896848138,0.008208676094531884
-0.017523638968481373,0.008208676094531884
-0.01746113896848138,0.008208676094531884
-0.017398638968481372,0.008208676094531884
-0.01733613896848138,0.008208676094531884
-0.017273638968481372,0.008208676094531884
-0.01721113896848138,0.008208676094531884
-0.017148638968481372,0.008208676094531884
-0.01708613896848138,0.008208676094531884
-0.017023638968481372,0.008208676094531884
-0.01696113896848138,0.008208676094531884
-0.016898638968481372,0.008208676094531884
-0.01683613896848138,0.008208676094531884
-0.016773638968481372,0.008208676094531884
-0.01671113896848138,0.008208676094531884
-0.016648638968481372,0.008208676094531884
-0.01658613896848138,0.004519930486347622
-0.01652363896848137,0.008208676094531884
-0.01646113896848138,0.008208676094531884
-0.01639863896848137,0.008208676094531884
-0.01633613896848138,0.008208676094531884
-0.01627363896848137,0.008208676094531884
-0.01621113896848138,0.008208676094531884
-0.01614863896848137,0.008208676094531884
-0.016086138968481378,0.008208676094531884
-0.01602363896848137,0.008208676094531884
-0.015961138968481378,0.004519930486347622
-0.01589863896848137,0.008208676094531884
-0.015836138968481378,0.008208676094531884
-0.01577363896848137,0.008208676094531884
-0.015711138968481378,0.008208676094531884
-0.01564863896848137,0.008208676094531884
-0.015586138968481378,0.008208676094531884
-0.01552363896848137,0.008208676094531884
-0.015461138968481378,0.008208676094531884
-0.01539863896848137,0.008208676094531884
-0.015336138968481378,0.008208676094531884
-0.01527363896848137,0.008208676094531884
-0.015211138968481377,0.008208676094531884
-0.01514863896848137,0.004519930486347622
-0.015086138968481377,0.008208676094531884
-0.01502363896848137,0.008208676094531884
-0.014961138968481377,0.008208676094531884
-0.01489863896848137,0.008208676094531884
-0.014836138968481377,0.008208676094531884
-0.01477363896848137,0.008208676094531884
-0.014711138968481377,0.004519930486347622
-0.01464863896848137,0.008208676094531884
-0.014586138968481377,0.008208676094531884
-0.01452363896848137,0.008208676094531884
-0.014461138968481377,0.008208676094531884
-0.01439863896848137,0.008208676094531884
-0.014336138968481377,0.008208676094531884
-0.01427363896848137,0.008208676094531884
-0.014211138968481377,0.004519930486347622
-0.01414863896848137,0.008208676094531884
-0.014086138968481376,0.008208676094531884
-0.01402363896848137,0.008208676094531884
-0.013961138968481376,0.008208676094531884
-0.01389863896848137,0.004519930486347622
-0.013836138968481376,0.008208676094531884
-0.01377363896848137,0.008208676094531884
-0.013711138968481376,0.008208676094531884
-0.01364863896848137,0.008208676094531884
-0.013586138968481376,0.008208676094531884
-0.013523638968481369,0.004519930486347622
-0.013461138968481376,0.008208676094531884
-0.013398638968481369,0.008208676094531884
-0.013336138968481376,0.008208676094531884
-0.013273638968481369,0.008208676094531884
-0.013211138968481376,0.008208676094531884
-0.013148638968481369,0.008208676094531884
-0.013086138968481376,0.008208676094531884
-0.013023638968481369,0.008208676094531884
-0.012961138968481375,0.008208676094531884
-0.012898638968481368,0.008208676094531884
-0.012836138968481375,0.008208676094531884
-0.012773638968481368,0.008208676094531884
